,year,PM2.5,PM2.5_AQI,PM10,PM10_AQI,SO2,SO2_AQI,NO2,NO2_AQI,CO,CO_AQI,O3,O3_AQI,AQI,AQI_category,TEMP,PRES,DEWP,RAIN,WSPM,station
0,2013,80.12738289760348,163.71593005250338,111.5349945533769,78.72987720836304,20.661753485838776,29.516790694055395,63.145086628540305,60.74150532170598,0.8698969422800659,9.885192525909838,49.282872222222224,45.63228909465021,163.71593005250338,Buruk,15.497739651416122,1008.200408496732,6.465400326797385,0.0715822440087146,10998.9,Aotizhongxin
1,2013,74.4156454248366,160.76677161029497,93.1522331154684,69.71330753411362,15.343359477124183,21.919084967320263,41.458823311546844,39.11209746372344,0.8893965664868567,10.10677916462337,54.643110266884534,50.59547246933753,160.76677161029497,Buruk,15.53510348583878,1010.492061546841,5.56395697167756,0.06482843137254903,12707.35,Shunyi
2,2013,79.82325708061002,163.55889986248567,105.7514297385621,75.893093665561,18.992246949891065,27.131781356987233,57.91794400871459,55.173462096239454,0.8373053248470664,9.514833236898482,57.083239978213506,57.805250595497455,163.55889986248567,Buruk,15.497739651416122,1008.200408496732,6.465400326797385,0.0715822440087146,10998.9,Guanyuan
3,2013,65.82039760348584,156.32876167092525,91.33033769063181,68.81968515356314,13.854906100217864,19.792723000311234,36.62016454248366,34.547325040078924,0.781328428994111,8.878732147660353,58.476037200435734,62.35505485475673,156.32876167092525,Buruk,14.660334967320262,1004.994362745098,5.1238970588235295,0.07233115468409587,10132.15,Huairou
4,2013,84.22099673202614,165.829597891141,103.34885620915033,74.71465419668034,22.37371633986928,31.96245191409897,56.964977655228765,54.15834576317847,0.7408848740854906,8.41914629642603,59.64032562636166,66.15839704611474,165.829597891141,Buruk,15.963657407407409,1009.8287581699346,5.152369281045751,0.05797930283224401,12733.8,Dongsi
5,2013,81.62493191721133,164.48916400361807,109.12071078431373,77.54569397829202,18.419162527233116,26.313089324618737,55.863603690087146,52.985143061179784,1.1106549266965398,12.62107871246068,53.965645942265795,49.96819068728314,164.48916400361807,Buruk,15.854153050108932,1007.2127859477124,5.750027233115468,0.06518246187363834,11364.0,Wanshouxigong
6,2013,79.76089324618736,163.5266993578839,111.36111111111111,78.64458903347793,16.047481154684096,22.924973078120136,61.03309738562091,58.49177764990054,0.9516201919875179,10.813865818039975,55.26484398148148,51.86515700617282,163.5266993578839,Buruk,15.95822440087146,1006.0799155773421,5.508149509803921,0.07000272331154685,7407.5,Gucheng
7,2013,61.92626633986928,154.3180932629462,76.43355119825708,61.512953040186154,12.545996840958605,17.922852629940863,29.76141028050109,28.076802151416118,0.5877173892361408,6.678606695865236,62.51646451525055,75.55378408315178,154.3180932629462,Buruk,15.961397058823529,1004.9574891067538,4.471881808278867,0.06606753812636165,11615.8,Dingling
8,2013,88.64624183006536,168.11449788907484,110.95363562091504,78.4447261804288,21.39192603485839,30.559894335511984,68.33593861655773,66.27089113502888,0.8434577494267964,9.584747152577231,48.76435108932462,45.15217693455983,168.11449788907484,Buruk,15.497739651416122,1008.200408496732,6.465400326797385,0.0715822440087146,10879.2,Wanliu
9,2013,81.69417211328977,164.5249150005395,102.15277777777777,74.12798910021132,20.0103022875817,28.586146125116713,59.24479701797386,56.58684899740694,1.011561587274405,11.495018037209146,55.145241503267975,51.474455577342056,164.5249150005395,Buruk,15.963657407407409,1009.8287581699346,5.152369281045751,0.05797930283224401,12733.8,Nongzhanguan
10,2013,70.15400326797386,158.56634520685688,90.07747821350763,68.20516949411285,16.518923856209152,23.598462651727363,40.897359626906315,38.58241474236445,0.7704670538763784,8.755307430413389,58.88970637254902,63.7063741503268,158.56634520685688,Buruk,15.961397058823529,1004.9574891067538,4.471881808278867,0.06606753812636165,11615.8,Changping
11,2013,80.81467864923748,164.0708035175199,106.27246732026144,76.14865764457268,15.235135076252723,21.764478680361034,52.92628428649237,49.930456874049405,1.0378585495333503,11.793847153788072,52.63401617647059,48.735200163398694,164.0708035175199,Buruk,15.963657407407409,1009.8287581699346,5.152369281045751,0.05797930283224401,12733.8,Tiantan
12,2014,84.2496803652968,165.84440819704471,119.71857305936072,82.74384464373048,18.299166666666668,26.14166666666667,60.89728310502282,58.34710591621996,1.1256385715140276,12.791347403568496,55.53716780821918,52.75474817351599,165.84440819704471,Buruk,14.29263698630137,1010.9611301369863,3.0128424657534247,0.04906392694063927,13580.9,Wanshouxigong
13,2014,80.60519406392694,163.96263971688535,107.19230593607305,76.59982973841421,14.548778538812785,20.78396934116112,46.10309360730594,43.493484535194284,0.9430300492512611,10.716250559673421,55.582157534246576,52.90171461187215,163.96263971688535,Buruk,13.838949771689498,1012.5073173515981,2.437796803652968,0.05089041095890411,14647.0,Shunyi
14,2014,84.54623287671232,165.9975280396091,114.73022831050228,80.29710898112724,19.72425799086758,28.177511415525114,63.262773972602744,60.86686792733771,0.9110316843133736,10.352632776288335,49.06278538812786,45.42850498900727,165.9975280396091,Buruk,13.878127853881278,1011.3180821917808,4.162203196347032,0.056609589041095885,12676.3,Aotizhongxin
15,2014,83.58041095890411,165.49884232862277,111.69479452054794,78.80825757264114,19.384280821917805,27.691829745596863,63.213664383561635,60.81455553901131,1.0668050487527665,12.1227846449178,53.83937214611873,49.85127050566549,165.49884232862277,Buruk,13.878127853881278,1011.3180821917808,4.162203196347032,0.056609589041095885,12676.3,Guanyuan
16,2014,84.65238584474886,166.05233831815272,125.23239726027398,85.44832298051477,21.27607305936073,30.394390084801042,74.13101598173516,72.44390832837007,1.050327311519212,11.935537630900136,42.861404109589046,39.68648528665653,166.05233831815272,Buruk,13.87840182648402,1011.311312785388,4.166894977168949,0.05657534246575343,12541.6,Wanliu
17,2014,83.98797945205479,165.70928338409573,118.89882420091324,82.34176562407156,20.512796803652968,29.303995433789954,61.61002283105023,59.10632866785785,1.0577334449961118,12.019698238592179,57.50592465753425,59.18602054794522,165.70928338409573,Buruk,13.88115296803653,1012.5342237442924,2.604429223744292,0.054212328767123286,15443.1,Nongzhanguan
